Name,Gender,Personality,Specie,Birthday,Catchphrase,Skill,Goal,Coffee,Milk,Sugar,Style,Favorite Song,pngurl,search
Renée,Female,Sisterly,Rhino,May 28,yo yo yo,Making puns,Marathon runner,Kilimanjaro,The regular amount of milk,2 spoonfuls of sugar,Rock 'n' roll,Surfin' K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/ef/Ren%C3%A9e_NH.png/revision/latest?cb=20200317172610""",renée
Reneigh,Female,Sisterly,Horse,June 4,"ayup, yup",Unknown,Unknown,Unknown,Unknown,Unknown,Earthy,K.K. Synth,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/17/Reneigh.jpg/revision/latest?cb=20200228015638""",reneigh
Rex,Male,Lazy,Lion,July 24,cool cat,Chugging milk,Forest Ranger,Blend,Skill Chugging milk,1 spoonful of sugar,Basic,Wandering,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/Rex_HD.png/revision/latest?cb=20180518164520""",rex
Rhonda,Female,Normal,Rhino,January 24,bigfoot,Making crafts,Writer,Mocha,Lots of milk,Three spoonfuls of sugar,Ornate,K.K. Ballad,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/df/Rhonda_NH.png/revision/latest?cb=20200312014814""",rhonda
Ribbot,Male,Jock,Frog,February 13,zzrrbbitt,Ventriloquism,Astronaut,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Flashy,Go K.K. Rider!,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/ef/Ribbot_NewLeaf_Official.png/revision/latest?cb=20130818042038""",ribbot
Ricky,Male,Cranky,Squirrel,September 14,nutcase,Making faces,Detective,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Iconic,K.K. Western,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/Ricky_NH.png/revision/latest?cb=20200309021120""",ricky
Rizzo,Male,Cranky,Mouse,January 17,squee,Subsistence living,Police officer,Mocha,No milk,No sugar,Iconic,K.K. Lament,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/99/Rizzo_NewLeaf_Official.png/revision/latest?cb=20130721210035""",rizzo
Roald,Male,Jock,Penguin,January 5,b-b-buddy,Belly dancing,Pro golfer,Mocha,Lots of milk,Three spoonfuls of sugar,Basic,K.K. Parade,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/ROALD_New_Horizons.png/revision/latest?cb=20200224042135""",roald
Robin,Female,Snooty,Bird,December 4,la-di-da,Skimming books,Dermatologist,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Official,K.K. Bossa,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/Robin_NewLeaf_Official.png/revision/latest?cb=20130721210225""",robin
Rocco,Male,Cranky,Hippo,August 18,hippie,Making puns,Boxer,Mocha,No milk,No sugar,Iconic,K.K. Lament,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/Rocco_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708043230""",rocco
Rocket,Female,Sisterly,Gorilla,April 14,vroom,Cramming for tests,Swimmer,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Sporty,K.K. Adventure,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/Rocket_HD.png/revision/latest?cb=20180518163430""",rocket
Rod,Male,Jock,Mouse,August 14,ace,Sprinting,Explorer,Mocha,No milk,No sugar,Rock 'n' roll,K.K. March,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/Famitsu-magazine-scans-animal-crossing-new-horizons-january-villager-renders-0.png/revision/latest?cb=20200329092630""",rod
Rodeo,Male,Lazy,Bull,October 29,chaps,Spoon bending,Astronaut,Blue Mountain,Home request A milk,Two spoonfuls of sugar,Historical,Stale Cupcakes,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/Rodeo_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708043412""",rodeo
Rodney,Male,Smug,Hamster,November 10,le ham,Hitting Snooze,Chef,Blend,The regular amount of milk,Two spoonfuls of sugar,Flashy,K.K. Rockabilly,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/Rodney_HHD.png/revision/latest?cb=20161013033914""",rodney
Rolf,Male,Cranky,Tiger,August 22,grrrolf,Doing handstands,Pro wrestler,Mocha,A little bit of milk,One spoonful of sugar,Iconic,Spring Blossoms,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/Rolf_NH.png/revision/latest?cb=20200308194629""",rolf
Rooney,Male,Cranky,Kangaroo,December 1,punches,Doing push-ups,Boxer,Blue Mountain,Just a little bit of milk,One spoonful of sugar,Sporty,K.K. Adventure,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/Rooney_HD.png/revision/latest?cb=20180518163952""",rooney
Rory,Male,Jock,Lion,August 7,capital,Tiptoeing,Firefighter,Mocha,Lots of milk,Three spoonfuls of sugar,Iconic,K.K. Faire,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/cc/Rory_NewLeaf_Official.png/revision/latest?cb=20130721211327""",rory
Roscoe,Male,Cranky,Horse,June 16,nay,Making crafts,Lawyer,Mocha,Just a little bit of milk,One spoonful of sugar,Sporty,K.K. Dirge,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3f/-Roscoe_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708031445""",roscoe
Rosie,Female,Peppy,Cat,February 27,silly,Karaoke,Movie Star,Mocha,Just a little bit of milk,One spoonful of sugar,Cute,Bubblegum K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Rosie-Render.png/revision/latest?cb=20200324160932""",rosie
Rowan,Male,Jock,Tiger,August 26,mango,Waking up early,Basketball player,Mocha,A little bit of milk,One spoonful of sugar,Rock 'n' roll,K.K. Love Song,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/Nhrowan.png/revision/latest?cb=20200317171739""",rowan
Ruby,Female,Peppy,Rabbit,December 25,li'l ears,Doing handstands,Photography,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Modern,K.K. Ska,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/Ruby_NH.png/revision/latest?cb=20200307202634""",ruby
Rudy,Male,Jock,Cat,December 20,mush,Cramming for tests,Artist,Mocha,Just a little bit of milk,One spoonful of sugar,Sporty,The K. Funk,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/Rudy_HD.png/revision/latest?cb=20180917123841""",rudy
Sally,Female,Normal,Squirrel,June 19,nutmeg,Blowing bubbles,Chef,Kilimanjaro,A little bit of milk,One spoonful of sugar,Official,K.K. Fusion,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/Sally_NH.png/revision/latest?cb=20200309012550""",sally
Samson,Male,Jock,Mouse,July 5,pipsqueak,Eating frequently,Photographer,Mocha,No milk,No sugar,Modern,Go K.K. Rider!,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/Samson_NewLeaf_Official.png/revision/latest?cb=20130721211721""",samson
Sandy,Female,Normal,Ostrich,October 21,speedy,Making puns,Artist,Blend,No milk,No sugar,,K.K. Soul,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a9/Sandy_NH.png/revision/latest?cb=20200308185329""",sandy
Savannah,Female,Normal,Horse,January 25,y'all,Calculating Tips,Tour Guide,Kilimanjaro,No milk,No sugar,Modern,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/Savannah_NewLeaf_Official.png/revision/latest?cb=20130818042146""",savannah
Scoot,Male,Jock,Duck,June 13,zip zoom,Climbing trees,Rugby player,Mocha,The regular amount of milk,Two spoonfuls of sugar,Sporty,Marine Song 2001,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f7/Scoot_NewLeaf_Official.png/revision/latest?cb=20130721211852""",scoot
Shari,Female,Sisterly,Monkey,April 10,cheeky,Remembering Stuff,Figure Skater,Blend,No milk,No sugar,Cute,K.K. Oasis,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e7/Shari_HD.png/revision/latest?cb=20180518164657""",shari
Sheldon,Male,Jock,Squirrel,February 26,cardio,Making puns,Mayor,Kilimanjaro,a little bit of milk,one spoonful of sugar,Rock 'n' roll,K.K. Folk,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/ce/Sheldon_NH.png/revision/latest?cb=20200309012427""",sheldon
Shep,Male,Smug,Dog,November 24,baa baa baa,Speed reading,Professor,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Historical,K.K. Reggae,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/9f/Shep.png/revision/latest?cb=20160504180744""",shep
Sherb,Male,Lazy,Goat,January 18,bawwww,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hypno K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d6/Sherb.png/revision/latest?cb=20200406180522""",sherb
Simon,Male,Lazy,Monkey,January 19,zzzook,Memorizing,Movie director,Blend,No milk,No sugar,Sporty,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/Simon_NewLeaf_Official.png/revision/latest?cb=20130721211951""",simon
Skye,Female,Normal,Wolf,March 24,airmail,Chopping vegetables,Pastry chef,Kilimanjaro,No milk,No sugar,Cute,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/NH-icon-Skye_00.png/revision/latest?cb=20200224182217""",skye
Sly,Male,Jock,Alligator,November 15,hoo-rah,Pretending to sleep,Explorer,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Rock 'n' roll,K.K. Safari,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/Sly_HHD.png/revision/latest?cb=20161213012341""",sly
Snake,Male,Jock,Rabbit,November 3,bunyip,Playing jacks,Soccer player,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Sporty,K.K. Lullaby,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/ec/Snake_NH.png/revision/latest?cb=20200321203921""",snake
Snooty,Female,Snooty,Anteater,August 24,snifffff,Calligraphy,Archaeologist,Kilimanjaro,A little bit of milk,1 spoonful of sugar,Historical,Imperial K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/Snooty_HD.png/revision/latest?cb=20180518155926""",snooty
Soleil,Female,Snooty,Hamster,August 9,tarnation,Skimming books,Translator,Kilimanjaro,Lots of milk,Three spoonfuls of sugar,Modern,K.K. Oasis,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/Soleil_WA.png/revision/latest?cb=20180505151740""",soleil
Sparro,Male,Jock,Bird,November 20,like whoa,Playing Poker,Musician,Blend,Lots of milk,Three spoonfuls of sugar,Historical,Steep Hill,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/Sparro_HD.png/revision/latest?cb=20180613022323""",sparro
Spike,Male,Cranky,Rhino,June 17,punk,Climbing trees,Actor,Kilimanjaro,The regular amount of milk,2 spoonfuls of sugar,,,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/Spike_NH.png/revision/latest?cb=20200317172328""",spike
SporkNACracklePAL,Male,Lazy,Pig,September 3,snork,Chugging milk,Poet,Kilamanjaro,Skill Chugging milk,Three spoonfuls of sugar,Basic,K.K. Mambo,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/Spork_NewHorizons.png/revision/latest?cb=20200408191029""",sporknacracklepal
Sprinkle,Female,Peppy,Penguin,February 20,frappe,Jumping rope,Figure skater,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Cute,Cafe K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/Sprinkle_HD.png/revision/latest?cb=20180518165219""",sprinkle
Sprocket,Male,Jock,Ostrich,December 1,zort,Air guitar,Guitarist,Mocha,The regular amount of milk,2 spoonfuls of sugar,,K.K. Metal,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/8b/Sprocket_NH.png/revision/latest?cb=20200308185348""",sprocket
Static,Male,Cranky,Squirrel,July 9,krzzt,Backflipping,Guitarist,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Rock 'n' Roll,Surfin' K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/Static_NH.png/revision/latest?cb=20200317165528""",static
Stella,Female,Normal,Sheep,April 9,baa-dabing,Magic tricks,Professor,Kilimanjaro,Lots of milk,3 spoonfuls of sugar,,Only Me,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/Stella_NH.png/revision/latest?cb=20200321205930""",stella
Sterling,Male,Jock,Eagle,December 11,skraaaaw,Doing push-ups,Police officer,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Historical,Lucky K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/4f/Sterling_NH.png/revision/latest?cb=20200226235239""",sterling
Stinky,Male,Jock,Cat,August 17,GAHHHH,Chugging Milk,Rugby Player,Blue Mountain,Skill Chugging Milk,Two spoonfuls of sugar,Sporty,Go K.K. Rider!,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/43/Stinky-1-.png/revision/latest?cb=20200417130345""",stinky
Stitches,Male,Lazy,Cub,February 10,stuffin',Forgetting stuff,Lawyer,Blend,Just a little bit of milk,One spoonful of sugar,Flashy,K.K. Lullaby,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/Stitches_NH.png/revision/latest?cb=20200413171903""",stitches
Stu,Male,Lazy,Bull,April 20,moo-dude,Hitting snooze,Firefighter,Mocha,a little bit of milk,1 spoonful of sugar,,K.K. Rockabilly,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3b/Stu_NewHorizons.png/revision/latest?cb=20200408105347""",stu
Sydney,Female,Normal,Koala,June 21,sunshine,Chopping vegetables,Translator,Mocha,No Milk,No Sugar,Iconic,K.K. Country,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/bb/Sydney_NewLeaf_Official.png/revision/latest?cb=20130721212702""",sydney
Sylvana,Female,Normal,Squirrel,October 22,hubbub,Doodling,Superhero,Blue Mountain,Lots of milk,3 spoonfuls of sugar,,Spring Blossoms,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/Sylvana_NH.png/revision/latest?cb=20200309023320""",sylvana
Sylvia,Female,Sisterly,Kangaroo,May 3,boing,Playing Jacks,Tour Guide,Mocha,No milk,No sugar,Ornate,Rockin' K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/91/Sylvia_HD.png/revision/latest?cb=20180518163917""",sylvia
Tabby,Female,Peppy,Cat,August 13,me-WOW,Telling Jokes,Tennis Player,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Sporty,To the Edge,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3e/-Tabby_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708015816""",tabby
Tad,Male,Jock,Frog,August 3,sluuuurp,Telling jokes,CEO,Mocha,A little bit of milk,1 spoonful of sugar,,Wandering,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d9/Tad_HD.png/revision/latest?cb=20180518162800""",tad
Tammi,Female,Peppy,Monkey,April 2,chimpy,Making puns,Artist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Flashy,Imperial K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/54/Tammi_NewLeaf_Official.png/revision/latest?cb=20130818042257""",tammi
Tammy,Female,Sisterly,Cub,June 23,ya heard,Staying positive,Movie director,Blend,Just a little bit of milk,One spoonful of sugar,Modern,K.K. Disco,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/Tammy_HD.png/revision/latest?cb=20180518161040""",tammy
Tangy,Female,Peppy,Cat,June 17,reeeeOWR,Doing Handstands,Hair Stylist,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Flashy,K.K. Island,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/Tangy_NewHorizons.png/revision/latest?cb=20200407165845""",tangy
Tank,Male,Jock,Rhino,May 6,kerPOW,Doing push-ups,Cartoonist,Blue Mountain,No Milk,No Sugar,Rock 'n' roll,K.K. Lament,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Tank-Render.png/revision/latest?cb=20200202220541""",tank
T-Bone,Male,Cranky,Bull,May 20,moocher,Pretending to sleep,Police officer,Kilimanjaro,No milk,No sugar,Historical,K.K. Steppe,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/TBone_NewLeaf_Official.png/revision/latest?cb=20130721212940""",t-bone
Tasha,Female,Snooty,Squirrel,November 30,nice nice,Photography,Hair stylist,Mocha,The regular amount of milk,2 spoonfuls of sugar,,K.K. Disco,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/45/Tasha.png/revision/latest?cb=20200309023350""",tasha
Teddy,Male,Jock,Bear,September 26,grooof,Playing old maid,Police officer,Blend,The regular amount of milk,Two spoonfuls of sugar,Basic,Mr. K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/0f/-Teddy_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708013554""",teddy
Tex,Male,Smug,Penguin,October 6,picante,Sprinting,Basketball player,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Rock 'n' roll,K.K. Metal,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/Tex_HD.png/revision/latest?cb=20180518165202""",tex
Tia,Female,Normal,Elephant,November 18,teacup,Writing letters,Dentist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Cute,K.K. Marathon,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/ef/Tia_HD.png/revision/latest?cb=20180518162559""",tia
Tiffany,Female,Snooty,Rabbit,January 9,bun bun,Oversleeping,CEO,Kilimanjaro,A little bit of milk,One spoonful of sugar,Rock 'n' roll,K.K. Rock,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/Tiffany_NH.png/revision/latest?cb=20200321104144""",tiffany
Timbra,Female,Snooty,Sheep,October 21,pine nut,Spoon bending,Stylist,Blend,The regular amount of milk,Two spoonfuls of sugar,Ornate,K.K. Cruisin',"https://vignette.wikia.nocookie.net/animalcrossing/images/6/6f/Timbra_NH.png/revision/latest?cb=20200312022209""",timbra
Tipper,Female,Snooty,Cow,August 25,pushy,Staying up late,Violinist,Blue Mountain,No Milk,No Sugar,Flashy,Soulful K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/Tipper_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708044642""",tipper
Tom,Male,Cranky,Cat,December 10,me-YOWZA,Doing chin-ups,Guitarist,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Rock 'n' roll,K.K. Rally,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/76/Tom_HD.png/revision/latest?cb=20181027223027""",tom
Truffles,Female,Peppy,Pig,July 28,snoutie,Trivia,Actor,Blue Mountain,A little bit of milk,One spoonful of sugar,Cute,Two Days Ago,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/6b/Truffles_NewLeaf_Official.png/revision/latest?cb=20130806164452""",truffles
Tucker,Male,Lazy,Elephant,September 7,fuzzers,Oversleeping,Archeologist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Iconic,K.K. Safari,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/60/Tucker_HD.png/revision/latest?cb=20180518162550""",tucker
Tutu,Female,Peppy,Bear,November 15,twinkles,Typing,Teacher,Blend,The regular amount of milk,Two spoonfuls of sugar,Cute,K.K. Steppe,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/Tutu.png/revision/latest?cb=20130718140022""",tutu
Twiggy,Female,Peppy,Bird,July 13,cheepers,Spoon bending,Dentist,Kilimanjaro,No Milk,No Sugar,Flashy,K.K. Calypso,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/Twiggy_NewLeaf_Official.png/revision/latest?cb=20130818075928""",twiggy
Tybalt,Male,Jock,Tiger,August 19,grrRAH,Bunting,Soccer Player,Kilimanjaro,No milk,No sugar,,K.K. Salsa,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/Tybalt.png/revision/latest?cb=20200308194935""",tybalt
Ursala,Female,Sisterly,Bear,January 16,grooomph,Staying positive,Florist,Mocha,No milk,No sugar,,K.K. Country,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/Ursala_HD.png/revision/latest?cb=20180518170342""",ursala
Velma,Female,Snooty,Goat,January 14,blih,Speed reader,Lawyer,Mocha,Lots of milk,Three spoonfuls of sugar,Official,K.K. Étude,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/89/Velma_NewLeaf_Official.png/revision/latest?cb=20130721213040""",velma
Vesta,Female,Normal,Sheep,April 16,baaaffo,Computing,Archaeologist,Blue Mountain,A little bit of milk,One spoonful of sugar,Historical,K.K. Steppe,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Vesta-Render.png/revision/latest?cb=20200222193555""",vesta
Vic,Male,Cranky,Bull,December 29,cud,Doing push-ups,Archaeologist,Blue Mountain,Regular amount of milk,Two spoonfuls of sugar,Historical,Lucky K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/5f/Vic_HHD.png/revision/latest?cb=20160624002946""",vic
Victoria,Female,Peppy,Horse,July 11,sugar cube,Playing horseshoes,Marathon runner,Mocha,Just a little bit of milk,Initial phrase sugar,Sporty,K.K. Country,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/Victoria_NewLeaf_Official.png/revision/latest?cb=20130721213141""",victoria
Violet,Female,Snooty,Gorilla,September 1,sweetie,Blowing bubbles,Pharmacist,Mocha,Lots of milk,Three spoonfuls of sugar,Historical,K.K. Faire,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/Violet_NewLeaf_Official.png/revision/latest?cb=20130721213423""",violet
Vivian,Female,Snooty,Wolf,January 26,piffle,Dusting,Makeup Artist,Blend,Unknown,Unknown,Iconic,K.K. Cruisin',"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-icon-Vivian_00.png/revision/latest?cb=20200224182316""",vivian
Vladimir,Male,Cranky,Cub,August 2,nyet,Belly dancing,Movie director,Mocha,Lots of milk,Three spoonfuls of sugar,Flashy,Agent K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/VladNewHorizons.png/revision/latest?cb=20200416053446""",vladimir
Wade,Male,Lazy,Penguin,October 30,so it goes,Rock paper scissors,Explorer,Blue Mountain,No milk,No sugar,,K.K. Jongara,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/bb/Wade_HD.png/revision/latest?cb=20180518165210""",wade
Walker,Male,Lazy,Dog,June 10,wuh,Clearing my plate,Photographer,Mocha,The regular amount of milk,Two spoonfuls of sugar,Historical,Two Days Ago,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/ae/Walker_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708045047""",walker
Walt,Male,Cranky,Kangaroo,April 24,pockets,Rock Paper Scissors,Carpenter,Blue Mountain,Just a little bit of milk,One spoonful of sugar,Iconic,Agent K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/dd/Walt_HD.png/revision/latest?cb=20180518164043""",walt
Wart Jr.,Male,Cranky,Frog,August 21,grr-ribbit,Writing Backward,Detective,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Historical,To the Edge,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/WartJr_NewLeaf_Official.png/revision/latest?cb=20130818042408""",wartjr.
Weber,Male,Lazy,Duck,June 30,quaa,Beat boxing,Musician,Blue Mountain,Lots of milk,3 spoonfuls of sugar,,K.K. Fusion,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c2/Weber_HD.png/revision/latest?cb=20180410104325""",weber
Wendy,Female,Peppy,Sheep,August 15,lambkins,Ventriloquism,Violinist,House blend,The regular amount of milk,Two spoonfuls of sugar,Flashy,K.K. Bossa,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/Wendy_NH.png/revision/latest?cb=20200312022248""",wendy
Winnie,Female,Peppy,Horse,January 31,hay-OK,Tiptoeing,Volleyball player,Mocha,Just a little bit of milk,One spoonful of sugar,Modern,My Place,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/60/Winnie_NewLeaf_Official.png/revision/latest?cb=20130726030905""",winnie
Whitney,Female,Snooty,Wolf,September 17,snappy,Typing,Makeup artist,Mocha,A little bit of milk,One spoonful of sugar,Ornate,Lucky K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/06/NH-icon-Whitney_00.png/revision/latest?cb=20200224182330""",whitney
Willow,Female,Snooty,Sheep,November 26,bo peep,Playing Old Maid,Designer,Mocha,No milk,No sugar,Cute,K.K. Étude,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/62/Willow_NH.png/revision/latest?cb=20200321210031""",willow
Wolfgang,Male,Cranky,Wolf,November 25,snarrrl,Memorizing stuff,Journalist,Blend,Lots of milk,Three spoonfuls of sugar,Modern,K.K. Song,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7d/NH-icon-Wolfgang_00.png/revision/latest?cb=20200224182348""",wolfgang
Yuka,Female,Snooty,Koala,July 20,tsk tsk,Staying up late,Journalist,Kilimanjaro,Lots of milk,Three spoonfuls of sugar,Modern,Soulful K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/Yuka_HD.png/revision/latest?cb=20180518164201""",yuka
Zell,Male,Smug,Deer,June 7,pronk,Calculating tips,Movie director,Blend,Just a little bit of milk,One spoonful of sugar,Modern,K.K. D&B,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/Zell.png/revision/latest?cb=20130605214411""",zell
Zucker,Male,Lazy,Octopus,March 8,bloop,Baton twirling,Chef,Kilimanjaro,A little bit of milk,One spoonful of sugar,Official,Spring Blossoms,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-icon-Zucker-00.png/revision/latest?cb=20200224185341""",zucker
